domain,seed,system,latency,throughput,energy,posture,switches
ENVIRONMENTAL,15,PoW,0.9997120266776686,0.3827539020145624,0.08,0.7682480188446337,0
ENVIRONMENTAL,15,PoS,0.8747376508919085,0.6804513813592221,0.8800000000000002,0.765627890568709,0
ENVIRONMENTAL,15,PBFT,0.8040757588739673,0.7655078040291248,0.6999999999999998,0.8898341863918208,0
ENVIRONMENTAL,15,PoA,0.8574673165846064,0.7825190885631054,0.9299999999999998,0.70497388153875,0
ENVIRONMENTAL,15,DPoS,0.730384861963396,0.8080360153640761,0.8599999999999999,0.779223379156715,0
ENVIRONMENTAL,16,CDACF,0.8680043203726397,0.6804498140939452,0.8774799999999999,0.7385998006429142,1
ENVIRONMENTAL,16,PoW,0.9987847136729577,0.38201524170366086,0.08,0.7679822454194388,0
ENVIRONMENTAL,16,PoS,0.8693917851669667,0.6791382074731748,0.8800000000000002,0.7654398212720411,0
ENVIRONMENTAL,16,PBFT,0.799210943925701,0.7640304834073217,0.6999999999999998,0.8899032711781507,0
ENVIRONMENTAL,16,PoA,0.8522435155824264,0.7810089385941512,0.9299999999999998,0.7046850106429141,0
ENVIRONMENTAL,16,DPoS,0.7263835333617331,0.8064766213743951,0.8599999999999999,0.7789211044908259,0
ENVIRONMENTAL,17,CDACF,0.8659961443475854,0.6816203325416715,0.8774799999999999,0.7386076489397,1
ENVIRONMENTAL,17,PoW,0.9992976459260802,0.3826760764967042,0.08,0.7679526948118146,0
ENVIRONMENTAL,17,PoS,0.867424925301814,0.6803130248830298,0.8800000000000002,0.7654513223322028,0
ENVIRONMENTAL,17,PBFT,0.7963818110259809,0.7653521529934084,0.6999999999999998,0.8894831327005859,0
ENVIRONMENTAL,17,PoA,0.8499121305417078,0.7823599786154841,0.9299999999999998,0.7046099089397,0
ENVIRONMENTAL,17,DPoS,0.7227625674928592,0.8078717170485977,0.8599999999999999,0.779087061356814,0
ENVIRONMENTAL,18,CDACF,0.8683771860651175,0.6813699920501116,0.8774799999999999,0.7390094266033371,1
ENVIRONMENTAL,18,PoW,0.9991923372842177,0.38252952659035083,0.08,0.7684285066033372,0
ENVIRONMENTAL,18,PoS,0.8696904612349455,0.6800524917161792,0.8800000000000002,0.7658546811905196,0
ENVIRONMENTAL,18,PBFT,0.7995704744410789,0.7650590531807017,0.6999999999999998,0.890214620304067,0
ENVIRONMENTAL,18,PoA,0.8525905365491051,0.7820603654736062,0.9299999999999998,0.7050767866033372,0
ENVIRONMENTAL,18,DPoS,0.7265644519046749,0.807562333912963,0.8599999999999999,0.7792658391170205,0
