domain,seed,system,latency,throughput,energy,posture,switches
ENVIRONMENTAL,19,CDACF,0.8717335241164308,0.6816001225030364,0.8774799999999999,0.7359565814995037,1
ENVIRONMENTAL,19,PoW,0.9990102601791345,0.38265975975095134,0.08,0.7648901414995036,0
ENVIRONMENTAL,19,PoS,0.8731677010896326,0.6802840173350246,0.8800000000000002,0.7627924611767496,0
ENVIRONMENTAL,19,PBFT,0.8022620245498376,0.7653195195019027,0.6999999999999998,0.8853663000096883,0
ENVIRONMENTAL,19,PoA,0.8558636802106517,0.7823266199352784,0.9299999999999998,0.7016115014995037,0
ENVIRONMENTAL,19,DPoS,0.7280084765454412,0.8078372705853417,0.8599999999999999,0.7764275688183438,0
ENVIRONMENTAL,20,CDACF,0.8665221629213722,0.6815369744372203,0.8774799999999999,0.7283192024846123,1
ENVIRONMENTAL,20,PoW,0.9993281988590768,0.38262590409416974,0.08,0.7560527651996667,0
ENVIRONMENTAL,20,PoS,0.867932341123233,0.6802238295007462,0.8800000000000002,0.7551055595618934,0
ENVIRONMENTAL,20,PBFT,0.7977317713078624,0.7652518081883395,0.6999999999999998,0.8738819702244341,0
ENVIRONMENTAL,20,PoA,0.8506919961343098,0.7822574039258582,0.9299999999999998,0.6929503724846124,0
ENVIRONMENTAL,20,DPoS,0.7245256107298573,0.8077657975321361,0.8599999999999999,0.7683924780227469,0
ENVIRONMENTAL,21,CDACF,0.8673164917214758,0.6819372631795466,0.8774799999999999,0.7389076471471154,1
ENVIRONMENTAL,21,PoW,0.9989760301389611,0.38285490762812047,0.08,0.7682673818912238,0
ENVIRONMENTAL,21,PoS,0.8687351325742716,0.6806309468944364,0.8800000000000002,0.7657564897063062,0
ENVIRONMENTAL,21,PBFT,0.7983034053995411,0.7657098152562409,0.6999999999999998,0.8896998750301065,0
ENVIRONMENTAL,21,PoA,0.8514091765706455,0.7827255889286019,0.9299999999999998,0.7050035671471155,0
ENVIRONMENTAL,21,DPoS,0.7251894003952422,0.8082492494371432,0.8599999999999999,0.7792102158378977,0
ENVIRONMENTAL,22,CDACF,0.8708928903887752,0.6819214096816545,0.8774799999999999,0.7346501104554722,1
ENVIRONMENTAL,22,PoW,0.9993981871078211,0.3828473457805914,0.08,0.7633337704554721,0
ENVIRONMENTAL,22,PoS,0.8722194969283137,0.6806175036099401,0.8800000000000002,0.7612828510754482,0
ENVIRONMENTAL,22,PBFT,0.8015256766694036,0.7656946915611827,0.6999999999999998,0.8828958437083603,0
ENVIRONMENTAL,22,PoA,0.854870872100389,0.7827101291514311,0.9299999999999998,0.7000771804554721,0
ENVIRONMENTAL,22,DPoS,0.7272255860380048,0.808233285536804,0.8599999999999999,0.774637052781578,0
ENVIRONMENTAL,23,CDACF,0.8705453243292904,0.6819301144663071,0.8774799999999999,0.7377735956988686,1
ENVIRONMENTAL,23,PoW,0.9996224028306399,0.38284942113822024,0.08,0.7669570556988685,0
ENVIRONMENTAL,23,PoS,0.8719486539315702,0.6806211931346139,0.8800000000000002,0.764551597972031,0
ENVIRONMENTAL,23,PBFT,0.8013315842022277,0.7656988422764405,0.6999999999999998,0.8878776116622369,0
ENVIRONMENTAL,23,PoA,0.8546341791323966,0.7827143721048059,0.9299999999999998,0.7036563656988685,0
ENVIRONMENTAL,23,DPoS,0.7284243612559629,0.8082376668473539,0.8599999999999999,0.7780970224172629,0
ENVIRONMENTAL,24,CDACF,0.8682737658280633,0.6827697716828671,0.8774799999999999,0.7372344913197975,1
ENVIRONMENTAL,24,PoW,0.9990832210094739,0.383323562776958,0.08,0.7662751513197975,0
ENVIRONMENTAL,24,PoS,0.8696428844798773,0.6814641116034809,0.8800000000000002,0.7640080238477938,0
ENVIRONMENTAL,24,PBFT,0.798761434238316,0.766647125553916,0.6999999999999998,0.886454102447045,0
ENVIRONMENTAL,24,PoA,0.8521222902352056,0.783683728344003,0.9299999999999998,0.7029870613197975,0
ENVIRONMENTAL,24,DPoS,0.7252192094292119,0.8092386325291336,0.8599999999999999,0.7772727738907544,0
ENVIRONMENTAL,25,CDACF,0.8714672588746996,0.6817743798937329,0.8774799999999999,0.7388576569046922,1
ENVIRONMENTAL,25,PoW,0.9994101864867893,0.3827575333473612,0.08,0.7682338969046922,0
ENVIRONMENTAL,25,PoS,0.8728703671974133,0.6804578370619754,0.8800000000000002,0.7656589389836859,0
ENVIRONMENTAL,25,PBFT,0.8023860275660571,0.7655150666947224,0.6999999999999998,0.8898535619220204,0
ENVIRONMENTAL,25,PoA,0.8556687767042707,0.7825265126212719,0.9299999999999998,0.704946436904692,0
ENVIRONMENTAL,25,DPoS,0.7287589059327995,0.8080436815110957,0.8599999999999999,0.7790982009030306,0
ENVIRONMENTAL,26,CDACF,0.8765140803938066,0.6819947021979978,0.8774799999999999,0.7374955813898445,1
ENVIRONMENTAL,26,PoW,0.9992478826943676,0.3828907391153477,0.08,0.7666391029473801,0
ENVIRONMENTAL,26,PoS,0.8778734081521763,0.6806946473161737,0.8800000000000002,0.7643714874225294,0
ENVIRONMENTAL,26,PBFT,0.8063460367058366,0.7657814782306954,0.6999999999999998,0.8875931948294725,0
ENVIRONMENTAL,26,PoA,0.8603454496393762,0.7827988444135997,0.9299999999999998,0.7033458013898444,0
ENVIRONMENTAL,26,DPoS,0.7318421975448008,0.8083248936879561,0.8599999999999999,0.778007971459711,0
ENVIRONMENTAL,27,CDACF,0.8670064406003574,0.682053467807483,0.8774799999999999,0.7367242585118613,1
ENVIRONMENTAL,27,PoW,0.999126556158953,0.38291856587950235,0.08,0.7657292185118613,0
ENVIRONMENTAL,27,PoS,0.8683802746189442,0.6807441171191152,0.8800000000000002,0.7635034416478192,0
ENVIRONMENTAL,27,PBFT,0.7980804791746893,0.7658371317590047,0.6999999999999998,0.8861391535280206,0
ENVIRONMENTAL,27,PoA,0.8510972908980998,0.7828557346869824,0.9299999999999998,0.7024442785118613,0
ENVIRONMENTAL,27,DPoS,0.7252338014529021,0.8083836390789493,0.8599999999999999,0.7767461762213195,0
ENVIRONMENTAL,28,CDACF,0.8717081632985381,0.6796149248388254,0.8774799999999999,0.735658629601737,1
ENVIRONMENTAL,28,PoW,0.9993646826733968,0.3815440391628463,0.08,0.7646493096017369,0
ENVIRONMENTAL,28,PoS,0.873136579975315,0.6783005140672823,0.8800000000000002,0.7625449170188509,0
ENVIRONMENTAL,28,PBFT,0.8019161216097106,0.7630880783256926,0.6999999999999998,0.8859682081522321,0
ENVIRONMENTAL,28,PoA,0.8556574653414014,0.7800455911773747,0.9299999999999998,0.7013353896017369,0
ENVIRONMENTAL,28,DPoS,0.7282879939660403,0.8054818604548978,0.8599999999999999,0.7761642336055684,0
ENVIRONMENTAL,29,CDACF,0.8689897105374359,0.6823105448715212,0.8774799999999999,0.737575145440426,1
ENVIRONMENTAL,29,PoW,0.9992449165018191,0.3830649746947561,0.08,0.7666996675396558,0
ENVIRONMENTAL,29,PoS,0.8703883149344763,0.6810043994573444,0.8800000000000002,0.7643279457653882,0
ENVIRONMENTAL,29,PBFT,0.7994761747008525,0.7661299493895122,0.6999999999999998,0.8873880703874409,0
ENVIRONMENTAL,29,PoA,0.8528616475514617,0.7831550593759459,0.9299999999999998,0.703486475440426,0
ENVIRONMENTAL,29,DPoS,0.7257978954666328,0.8086927243555961,0.8599999999999999,0.7777849452015874,0
ENVIRONMENTAL,30,CDACF,0.8690150496137414,0.682414742896649,0.8774799999999999,0.7344259941376583,1
ENVIRONMENTAL,30,PoW,0.999006120951075,0.3831201881637237,0.08,0.7630673985014901,0
ENVIRONMENTAL,30,PoS,0.8704124268771208,0.6811025567355089,0.8800000000000002,0.7612293174649011,0
ENVIRONMENTAL,30,PBFT,0.8000657327939502,0.7662403763274473,0.6999999999999998,0.8826360512457915,0
ENVIRONMENTAL,30,PoA,0.8530995851292998,0.7832679402458352,0.9299999999999998,0.6998709141376583,0
ENVIRONMENTAL,30,DPoS,0.7267409207405424,0.8088092861234167,0.8599999999999999,0.7745756158673537,0
ENVIRONMENTAL,31,CDACF,0.8685125254655907,0.6819804243073992,0.8774799999999999,0.7377373710800541,1
ENVIRONMENTAL,31,PoW,0.9991789538950404,0.3828755751679362,0.08,0.7669065510800542,0
ENVIRONMENTAL,31,PoS,0.8699127778121285,0.6806676891874421,0.8800000000000002,0.7645057402935688,0
ENVIRONMENTAL,31,PBFT,0.799581462327229,0.7657511503358724,0.6999999999999998,0.8877874572036955,0
ENVIRONMENTAL,31,PoA,0.8527118837164961,0.7827678425655585,0.9299999999999998,0.7035768810800541,0
ENVIRONMENTAL,31,DPoS,0.725657123209992,0.8082928809100874,0.8599999999999999,0.7778339369834162,0
ENVIRONMENTAL,32,CDACF,0.872244606720825,0.6818314976347642,0.8774799999999999,0.7353576193662793,1
ENVIRONMENTAL,32,PoW,0.9995275962984524,0.3827906385278333,0.08,0.7641697993662794,0
ENVIRONMENTAL,32,PoS,0.8736956056108536,0.6805166907161481,0.8800000000000002,0.7620988722969746,0
ENVIRONMENTAL,32,PBFT,0.8028308065953061,0.7655812770556666,0.6999999999999998,0.8842505576117871,0
ENVIRONMENTAL,32,PoA,0.8562877493531705,0.7825941943235702,0.9299999999999998,0.7009220293662792,0
ENVIRONMENTAL,32,DPoS,0.7295210692378704,0.8081135702254257,0.8599999999999999,0.7757114985182084,0
ENVIRONMENTAL,33,CDACF,0.8714463826651045,0.6817859237941261,0.8774799999999999,0.7339204230940043,1
ENVIRONMENTAL,33,PoW,0.9995353130342723,0.3827679637954234,0.08,0.7625324110723175,0
ENVIRONMENTAL,33,PoS,0.8728569272275732,0.6804763800807527,0.8800000000000002,0.7607081254014532,0
ENVIRONMENTAL,33,PBFT,0.8021742593556761,0.7655359275908468,0.6999999999999998,0.8823798034122178,0
ENVIRONMENTAL,33,PoA,0.8556260520733936,0.7825478370928656,0.9299999999999998,0.6993327930940044,0
ENVIRONMENTAL,33,DPoS,0.7279244688333916,0.8080657013458938,0.8599999999999999,0.7741115057913293,0
ENVIRONMENTAL,34,CDACF,0.8729205351777007,0.6811904188610799,0.8774799999999999,0.7372300506935557,1
ENVIRONMENTAL,34,PoW,0.9993999285111961,0.3824345739574829,0.08,0.7663563906935558,0
ENVIRONMENTAL,34,PoS,0.8743364512021692,0.6798836870355253,0.8800000000000002,0.7640134621866167,0
ENVIRONMENTAL,34,PBFT,0.80371050385192,0.7648691479149659,0.6999999999999998,0.8872856154265519,0
ENVIRONMENTAL,34,PoA,0.8571757063676414,0.781866240090854,0.9299999999999998,0.7031413806935558,0
ENVIRONMENTAL,34,DPoS,0.7307931632432029,0.8073618783546862,0.8599999999999999,0.7774034132295811,0
